Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),pen_scale
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,300,600,,0.005,,,,,,[],"[999, 1999]",,,0:00:16,16,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,200,500,,0.005,,,,,,"[1048, 1994]","[999, 1999]",1,27,0:01:12,72,
Martjushev ADWIN J,Ostovar,Nested_RIO_output_RIO_2,,,400,400,10,0.4,,,,,,"[954, 1830]","[999, 1999]",1,107,0:13:05,785,
Martjushev ADWIN WC,Ostovar,Nested_RIO_output_RIO_2,,,400,400,10,0.4,,,,,,[],"[999, 1999]",,,0:08:21,501,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_RIO,,,300,700,20,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_RIO,,,300,700,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_ROI,,,300,400,,0.0001,,,,,,[497],[499],1,2,0:00:03,3,
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency_2,,,100,500,10,0.4,,,,,,[],"[999, 1999]",,,0:05:01,301,
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency_2,,,100,500,10,0.4,,,,,,[],"[999, 1999]",,,0:03:16,196,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cb,,,100,500,,0.1,,,,,,[540],[499],1,41,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cb,,,400,400,,0.0001,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,,,400,700,,0.05,,,,,,"[1012, 2142]","[999, 1999]",1,78,0:00:09,9,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_ROI,,,200,600,20,0.4,,,,,,[379],[499],1,120,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_ROI,,,200,600,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,,,300,500,,0.0001,,,,,,"[1148, 2046]","[999, 1999]",1,98,0:00:16,16,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,400,500,,0.1,,,,,,[1011],"[999, 1999]",0.666666667,12,0:01:35,95,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,300,500,,0.0001,,,,,,"[1107, 2060]","[999, 1999]",1,84.5,0:00:39,39,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,100,500,50,0.4,,,,,,[1949],"[999, 1999]",0.666666667,50,0:08:17,497,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,100,500,50,0.4,,,,,,[],"[999, 1999]",,,0:04:10,250,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IOR,,,200,600,,0.05,,,,,,[750],[499],,,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_OIR,,,400,400,10,0.4,,,,,,[399],[499],1,100,0:00:11,11,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_OIR,,,400,400,10,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_5,,,300,400,,0.0001,,,,,,"[963, 1933]","[999, 1999]",1,51,0:00:51,51,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,,,200,700,,0.05,,,,,,[],"[999, 1999]",,,0:00:18,18,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_ROI,,,300,700,,0.1,,,,,,"[478, 929]",[499],0.666666667,21,0:00:02,2,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_pl,,,200,400,20,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_pl,,,200,400,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cb,,,100,600,,0.005,,,,,,[595],[499],1,96,0:00:03,3,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,,,300,600,,0.1,,,,,,"[984, 2052]","[999, 1999]",1,34,0:01:09,69,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,,,300,500,,0.05,,,,,,"[473, 923]",[499],0.666666667,26,0:00:01,1,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,200,400,20,0.4,,,,,,"[909, 1820]","[999, 1999]",1,134.5,0:06:06,366,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,200,400,20,0.4,,,,,,[],"[999, 1999]",,,0:03:29,209,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,,,200,700,,0.0001,,,,,,"[1056, 2159]","[999, 1999]",1,108.5,0:01:17,77,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,,,300,600,,0.0001,,,,,,[],[499],,,0:00:42,42,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute_2,,,400,600,50,0.4,,,,,,"[899, 1750]","[999, 1999]",0.5,100,0:09:37,577,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute_2,,,400,600,50,0.4,,,,,,[],"[999, 1999]",,,0:05:38,338,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,100,700,50,0.4,,,,,,"[899, 1950]","[999, 1999]",1,74.5,0:08:42,522,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,100,700,50,0.4,,,,,,[],"[999, 1999]",,,0:04:34,274,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,300,600,50,0.4,,,,,,"[949, 1850]","[999, 1999]",1,99.5,0:07:23,443,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,300,600,50,0.4,,,,,,[],"[999, 1999]",,,0:04:12,252,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cd,,,200,700,,0.0001,,,,,,[],[499],,,0:00:01,1,
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR_2,,,400,400,20,0.4,,,,,,"[909, 1930]","[999, 1999]",1,79.5,0:09:42,582,
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR_2,,,400,400,20,0.4,,,,,,[],"[999, 1999]",,,0:04:55,295,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_IRO,,,100,600,20,0.4,,,,,,[379],[499],1,120,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_IRO,,,100,600,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_2,,,400,600,,0.1,,,,,,"[934, 1977]","[999, 1999]",1,43.5,0:00:53,53,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR_2,,,100,400,20,0.4,,,,,,[1919],"[999, 1999]",0.666666667,80,0:11:12,672,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR_2,,,100,400,20,0.4,,,,,,[],"[999, 1999]",,,0:05:55,355,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cb,,,400,700,50,0.4,,,,,,[449],[499],1,50,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cb,,,400,700,50,0.4,,,,,,[],[499],,,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,,,300,600,,0.005,,,,,,[],[499],,,0:00:44,44,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_OIR,,,200,500,20,0.4,,,,,,[449],[499],1,50,0:00:12,12,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_OIR,,,200,500,20,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_2,,,200,600,,0.005,,,,,,[990],"[999, 1999]",0.666666667,9,0:00:56,56,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cd,,,400,700,,0.005,,,,,,[],[499],,,0:00:01,1,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute_5,,,200,500,10,0.4,,,,,,"[829, 1930]","[999, 1999]",1,119.5,0:09:53,593,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute_5,,,200,500,10,0.4,,,,,,[],"[999, 1999]",,,0:07:12,432,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_5,,,300,600,,0.05,,,,,,"[1021, 2035]","[999, 1999]",1,29,0:00:43,43,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_sw,,,400,700,,0.005,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,,,400,400,,0.005,,,,,,"[988, 1833]","[999, 1999]",1,88.5,0:00:52,52,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_2,,,200,400,10,0.4,,,,,,"[894, 1940]","[999, 1999]",1,82,0:10:13,613,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_2,,,200,400,10,0.4,,,,,,[],"[999, 1999]",,,0:06:42,402,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,300,700,,0.005,,,,,,"[1116, 2066]","[999, 1999]",1,92,0:01:45,105,
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,100,400,10,0.4,,,,,,[],"[999, 1999]",,,0:09:34,574,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,100,400,10,0.4,,,,,,[],"[999, 1999]",,,0:04:54,294,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cd,,,100,600,20,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cd,,,100,600,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_ROI,,,300,600,,0.1,,,,,,[468],[499],1,31,0:00:01,1,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,,,300,600,,0.05,,,,,,"[1009, 2077]","[999, 1999]",1,44,0:00:20,20,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,,,200,700,,0.05,,,,,,[647],[499],1,148,0:00:02,2,
Martjushev ADWIN J,Ostovar,Composite_IOR_output_IOR_2,,,100,700,10,0.4,,,,,,"[579, 1750]","[999, 1999]",,,0:07:56,476,
Martjushev ADWIN WC,Ostovar,Composite_IOR_output_IOR_2,,,100,700,10,0.4,,,,,,[],"[999, 1999]",,,0:05:49,349,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,,,200,600,,0.005,,,,,,[624],[499],1,125,0:00:00,0,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,400,600,,0.05,,,,,,[1018],"[999, 1999]",0.666666667,19,0:01:15,75,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_re,,,300,700,10,0.4,,,,,,[449],[499],1,50,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_re,,,300,700,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pm,,,100,700,,0.005,,,,,,[1233],[499],,,0:00:42,42,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cp,,,400,400,50,0.4,,,,,,[399],[499],1,100,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cp,,,400,400,50,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_2,,,400,500,,0.0001,,,,,,"[1018, 2068]","[999, 1999]",1,44,0:00:23,23,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_IOR,,,400,500,20,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_IOR,,,400,500,20,0.4,,,,,,[],[499],,,0:00:04,4,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_ROI,,,400,700,20,0.4,,,,,,[399],[499],1,100,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_ROI,,,400,700,20,0.4,,,,,,[],[499],,,0:00:03,3,
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency_5,,,300,700,50,0.4,,,,,,[699],"[999, 1999]",,,0:03:49,229,
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency_5,,,300,700,50,0.4,,,,,,[],"[999, 1999]",,,0:02:15,135,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,,,100,500,,0.05,,,,,,[1058],"[999, 1999]",0.666666667,59,0:00:52,52,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,,,200,500,,0.05,,,,,,[647],[499],1,148,0:00:02,2,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO,,,100,500,10,0.4,,,,,,"[954, 1957]","[999, 1999]",1,43.5,0:09:21,561,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO,,,100,500,10,0.4,,,,,,[],"[999, 1999]",,,0:05:38,338,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_rp,,,200,600,,0.1,,,,,,[551],[499],1,52,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cb,,,200,700,,0.1,,,,,,[528],[499],1,29,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pm,,,300,600,50,0.4,,,,,,[],[499],,,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pm,,,300,600,50,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,,,300,600,,0.005,,,,,,"[994, 2062]","[999, 1999]",1,34,0:00:53,53,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,,,300,600,,0.0001,,,,,,"[1009, 2077]","[999, 1999]",1,44,0:01:10,70,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_RIO,,,300,700,50,0.4,,,,,,[499],[499],1,0,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_RIO,,,300,700,50,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,100,600,,0.005,,,,,,"[1140, 2130]","[999, 1999]",1,136,0:00:14,14,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IOR,,,400,700,,0.0001,,,,,,[720],[499],,,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,,,400,400,,0.05,,,,,,[],[499],,,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,,,400,600,,0.0001,,,,,,[600],[499],1,101,0:00:00,0,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,400,500,50,0.4,,,,,,"[949, 1600]","[999, 1999]",0.5,50,0:08:38,518,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,400,500,50,0.4,,,,,,[],"[999, 1999]",,,0:04:48,288,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_RIO,,,400,500,10,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_RIO,,,400,500,10,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IRO,,,400,400,,0.0001,,,,,,[600],[499],1,101,0:00:00,0,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency,,,300,400,,0.0001,,,,,,"[1024, 2064]","[999, 1999]",1,45,0:00:22,22,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_sw,,,300,700,,0.1,,,,,,[935],[499],,,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_sw,,,200,400,50,0.4,,,,,,[],[499],,,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_sw,,,200,400,50,0.4,,,,,,[],[499],,,0:00:04,4,
Martjushev ADWIN J,Ostovar,Composite_IOR_output_IOR,,,300,500,10,0.4,,,,,,"[964, 1855]","[999, 1999]",1,89.5,0:05:03,303,
Martjushev ADWIN WC,Ostovar,Composite_IOR_output_IOR,,,300,500,10,0.4,,,,,,[],"[999, 1999]",,,0:03:31,211,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cp,,,200,400,,0.005,,,,,,[],[499],,,0:00:21,21,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_IRO,,,200,400,50,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_IRO,,,200,400,50,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_5,,,200,600,,0.1,,,,,,"[994, 1993]","[999, 1999]",1,5.5,0:00:24,24,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cf,,,400,600,10,0.4,,,,,,[399],[499],1,100,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cf,,,400,600,10,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,100,500,,0.0001,,,,,,"[1107, 2060]","[999, 1999]",1,84.5,0:00:39,39,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR,,,200,700,50,0.4,,,,,,"[649, 1975]","[999, 1999]",0.5,24,0:08:10,490,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR,,,200,700,50,0.4,,,,,,[],"[999, 1999]",,,0:04:07,247,
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI_2,,,300,500,50,0.4,,,,,,[899],"[999, 1999]",0.666666667,100,0:11:54,714,
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI_2,,,300,500,50,0.4,,,,,,[],"[999, 1999]",,,0:06:12,372,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_ROI,,,200,600,10,0.4,,,,,,[359],[499],1,140,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_ROI,,,200,600,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,300,700,,0.005,,,,,,[],"[999, 1999]",,,0:00:22,22,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,100,600,,0.005,,,,,,"[1044, 2025]","[999, 1999]",1,35.5,0:00:27,27,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_pm,,,100,400,20,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_pm,,,100,400,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cf,,,100,500,,0.1,,,,,,[747],[499],,,0:00:13,13,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,400,600,,0.1,,,,,,"[1076, 2022]","[999, 1999]",1,50,0:02:59,179,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_rp,,,100,400,10,0.4,,,,,,[],[499],,,0:00:14,14,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_rp,,,100,400,10,0.4,,,,,,[],[499],,,0:00:08,8,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_sw,,,100,500,,0.005,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,,,100,400,,0.005,,,,,,"[1006, 2156]","[999, 1999]",1,82,0:00:19,19,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,,,100,600,,0.005,,,,,,[1001],"[999, 1999]",0.666666667,2,0:00:58,58,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_2,,,200,700,,0.0001,,,,,,"[1105, 2014]","[999, 1999]",1,60.5,0:01:45,105,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,200,400,,0.1,,,,,,"[1045, 2085]","[999, 1999]",1,66,0:00:50,50,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,,,200,600,10,0.4,,,,,,"[909, 1680]","[999, 1999]",0.5,90,0:12:13,733,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,,,200,600,10,0.4,,,,,,[],"[999, 1999]",,,0:08:09,489,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,300,700,10,0.4,,,,,,[1939],"[999, 1999]",0.666666667,60,0:09:11,551,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,300,700,10,0.4,,,,,,[],"[999, 1999]",,,0:07:04,424,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,,,100,600,,0.0001,,,,,,[551],[499],1,52,0:00:08,8,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_RIO,,,400,700,,0.005,,,,,,[625],[499],1,126,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,,,300,600,,0.0001,,,,,,[497],[499],1,2,0:00:03,3,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pm,,,300,700,,0.005,,,,,,[1233],[499],,,0:00:34,34,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_rp,,,400,700,,0.1,,,,,,[600],[499],1,101,0:00:00,0,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO,,,200,700,,0.0001,,,,,,"[1087, 2116]","[999, 1999]",1,102.5,0:01:52,112,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_ROI,,,300,500,10,0.4,,,,,,[349],[499],1,150,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_ROI,,,300,500,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,,,400,600,,0.0001,,,,,,[600],[499],1,101,0:00:00,0,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,,,300,700,,0.0001,,,,,,"[1059, 2088]","[999, 1999]",1,74.5,0:02:21,141,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_IOR,,,200,400,10,0.4,,,,,,[],[499],,,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_IOR,,,200,400,10,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_5,,,100,600,50,0.4,,,,,,[],"[999, 1999]",,,0:09:27,567,
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_5,,,100,600,50,0.4,,,,,,[],"[999, 1999]",,,0:06:05,365,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,,,200,600,,0.1,,,,,,"[956, 1744]","[999, 1999]",0.5,43,0:01:53,113,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cd,,,400,600,50,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cd,,,400,600,50,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_5,,,300,500,,0.1,,,,,,"[947, 2005]","[999, 1999]",1,29,0:00:34,34,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_rp,,,100,500,,0.0001,,,,,,[596],[499],1,97,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_OIR,,,400,400,,0.0001,,,,,,[600],[499],1,101,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pl,,,100,600,20,0.4,,,,,,[],[499],,,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pl,,,100,600,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,400,600,,0.005,,,,,,[],"[999, 1999]",,,0:00:17,17,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,400,600,50,0.4,,,,,,"[949, 1900]","[999, 1999]",1,74.5,0:08:11,491,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,400,600,50,0.4,,,,,,[],"[999, 1999]",,,0:03:57,237,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,,,400,700,,0.05,,,,,,[600],[499],1,101,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cd,,,400,400,10,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cd,,,400,400,10,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_RIO,,,100,700,,0.0001,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_5,,,200,700,,0.05,,,,,,"[1094, 2074]","[999, 1999]",1,85,0:02:27,147,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,,,100,700,20,0.4,,,,,,[319],[499],1,180,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,,,100,700,20,0.4,,,,,,[],[499],,,0:00:03,3,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,,,200,600,50,0.4,,,,,,[349],[499],1,150,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,,,200,600,50,0.4,,,,,,[],[499],,,0:00:04,4,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR,,,100,700,50,0.4,,,,,,"[649, 1975]","[999, 1999]",0.5,24,0:08:50,530,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR,,,100,700,50,0.4,,,,,,[],"[999, 1999]",,,0:04:18,258,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IRO,,,300,500,,0.005,,,,,,[540],[499],1,41,0:00:00,0,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,,,200,700,50,0.4,,,,,,"[974, 1750]","[999, 1999]",0.5,25,0:10:28,628,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,,,200,700,50,0.4,,,,,,[],"[999, 1999]",,,0:05:42,342,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cb,,,300,700,,0.1,,,,,,[540],[499],1,41,0:00:00,0,
